Year,State,District,Style,Product Category,Sale Order Qty,Delivered Qty
FY 24-25,MAHARASHTRA,MAHARASHTRA,CA12,FG-BRA,5137,3142
FY 24-25,MAHARASHTRA,MAHARASHTRA,CA15,FG-BRA,803,678
FY 24-25,MAHARASHTRA,MAHARASHTRA,CB02,FG-BRA,82,82
FY 24-25,MAHARASHTRA,MAHARASHTRA,CB03,FG-BRA,117,93
FY 24-25,MAHARASHTRA,MAHARASHTRA,CLSI,FG-BRA,60,60
FY 24-25,MAHARASHTRA,MAHARASHTRA,CMFT,FG-BRA,135,135
FY 24-25,MAHARASHTRA,MAHARASHTRA,CNDI,FG-BRA,331,318
FY 24-25,MAHARASHTRA,MAHARASHTRA,CNDR,FG-BRA,15,15
FY 24-25,MAHARASHTRA,MAHARASHTRA,CRSS,FG-BRA,59,59
FY 24-25,MAHARASHTRA,MAHARASHTRA,DEFC,FG-BRA,233,186
FY 24-25,MAHARASHTRA,MAHARASHTRA,DEFF,FG-BRA,63,53
FY 24-25,MAHARASHTRA,MAHARASHTRA,DEFM,FG-BRA,498,484
FY 24-25,MAHARASHTRA,MAHARASHTRA,DEFT,FG-BRA,3020,2777
FY 24-25,MAHARASHTRA,MAHARASHTRA,EC05,FG-BRA,1494,1416
FY 24-25,MAHARASHTRA,MAHARASHTRA,EC06,FG-BRA,73,73
FY 24-25,MAHARASHTRA,MAHARASHTRA,EC07,FG-BRA,2695,2288
FY 24-25,MAHARASHTRA,MAHARASHTRA,EC09,FG-BRA,262,147
FY 24-25,MAHARASHTRA,MAHARASHTRA,EEVI,FG-BRA,1180,811
FY 24-25,MAHARASHTRA,MAHARASHTRA,EFRT,FG-BRA,42,42
FY 24-25,MAHARASHTRA,MAHARASHTRA,ER16,FG-BRA,276,276
FY 24-25,MAHARASHTRA,MAHARASHTRA,ERCA,FG-BRA,69,69
FY 24-25,MAHARASHTRA,MAHARASHTRA,ES02,FG-BRA,997,989
FY 24-25,MAHARASHTRA,MAHARASHTRA,ES06,FG-BRA,1896,1855
FY 24-25,MAHARASHTRA,MAHARASHTRA,ES11,FG-BRA,12,12
FY 24-25,MAHARASHTRA,MAHARASHTRA,ES16,FG-BRA,18,5
FY 24-25,MAHARASHTRA,MAHARASHTRA,ES18,FG-BRA,42,42
FY 24-25,MAHARASHTRA,MAHARASHTRA,ES21,FG-BRA,3059,2132
FY 24-25,MAHARASHTRA,MAHARASHTRA,F909,FG-BRA,1447,1421
FY 24-25,MAHARASHTRA,MAHARASHTRA,FELZ,FG-BRA,260,254
FY 24-25,MAHARASHTRA,MAHARASHTRA,FLFG,FG-BRA,438,425
FY 24-25,MAHARASHTRA,MAHARASHTRA,FRTH,FG-BRA,167,161
FY 24-25,MAHARASHTRA,MAHARASHTRA,IECDPL,FG-PANTIES,467,229
FY 24-25,MAHARASHTRA,MAHARASHTRA,IECDPR,FG-PANTIES,574,526
FY 24-25,MAHARASHTRA,MAHARASHTRA,IELYPC,FG-PANTIES,720,262
FY 24-25,MAHARASHTRA,MAHARASHTRA,IELYRC,FG-PANTIES,854,45
FY 24-25,MAHARASHTRA,MAHARASHTRA,IN01,FG-BRA,8,8
FY 24-25,MAHARASHTRA,MAHARASHTRA,IN01,FG-SLIP,76,66
FY 24-25,MAHARASHTRA,MAHARASHTRA,IN02,FG-SLIP,474,291
FY 24-25,MAHARASHTRA,MAHARASHTRA,IN05,FG-SLIP,95,36
FY 24-25,MAHARASHTRA,MAHARASHTRA,IN07,FG-SLIP,1045,747
FY 24-25,MAHARASHTRA,MAHARASHTRA,IN08,FG-SLIP,482,267
FY 24-25,MAHARASHTRA,MAHARASHTRA,IN09,FG-SLIP,57,16
FY 24-25,MAHARASHTRA,MAHARASHTRA,IN10,FG-SLIP,24,18
FY 24-25,MAHARASHTRA,MAHARASHTRA,IN11,FG-SLIP,131,20
FY 24-25,MAHARASHTRA,MAHARASHTRA,IN15,FG-SLIP,1848,1593
FY 24-25,MAHARASHTRA,MAHARASHTRA,IN16,FG-SLIP,90,90
FY 24-25,MAHARASHTRA,MAHARASHTRA,IN21,FG-BRA,782,770
FY 24-25,MAHARASHTRA,MAHARASHTRA,IN22,FG-SLIP,80,52
FY 24-25,MAHARASHTRA,MAHARASHTRA,IN27,FG-BRA,18,18
FY 24-25,MAHARASHTRA,MAHARASHTRA,IN29,FG-BRA,106,104
FY 24-25,MAHARASHTRA,MAHARASHTRA,KRKR,FG-BRA,110,110
FY 24-25,MAHARASHTRA,MAHARASHTRA,LL06,FG-BRA,152,65
FY 24-25,MAHARASHTRA,MAHARASHTRA,LVHK,FG-BRA,86,86
FY 24-25,MAHARASHTRA,MAHARASHTRA,M001,FG-SLIP,216,77
FY 24-25,MAHARASHTRA,MAHARASHTRA,M002,FG-SLIP,183,73
FY 24-25,MAHARASHTRA,MAHARASHTRA,NGSL,FG-SLIP,582,400
FY 24-25,MAHARASHTRA,MAHARASHTRA,NHPB,FG-BRA,100,87
FY 24-25,MAHARASHTRA,MAHARASHTRA,NORA,FG-BRA,959,946
FY 24-25,MAHARASHTRA,MAHARASHTRA,NOVA,FG-BRA,620,281
FY 24-25,MAHARASHTRA,MAHARASHTRA,NRPB,FG-BRA,28,20
FY 24-25,MAHARASHTRA,MAHARASHTRA,NTHK,FG-BRA,62,59
FY 24-25,MAHARASHTRA,MAHARASHTRA,NTRL,FG-BRA,25,25
FY 24-25,MAHARASHTRA,MAHARASHTRA,OECDPL,FG-PANTIES,202,202
FY 24-25,MAHARASHTRA,MAHARASHTRA,OECDPR,FG-PANTIES,263,263
FY 24-25,MAHARASHTRA,MAHARASHTRA,PRTI,FG-BRA,64,63
FY 24-25,MAHARASHTRA,MAHARASHTRA,SF01,FG-BRA,14,13
FY 24-25,MAHARASHTRA,MAHARASHTRA,SW02,FG-PETTICOAT,774,622
FY 24-25,MAHARASHTRA,MAHARASHTRA,SW03,FG-PETTICOAT,100,76
FY 24-25,MAHARASHTRA,MAHARASHTRA,TB01,FG-BRA,1394,802
FY 24-25,MAHARASHTRA,MAHARASHTRA,TEEN,FG-BRA,26,26
FY 24-25,MAHARASHTRA,MAHARASHTRA,UC02,FG-BRA,201,147
FY 24-25,MAHARASHTRA,MAHARASHTRA,UC05,FG-BRA,519,307
FY 24-25,MAHARASHTRA,MAHARASHTRA,UC07,FG-BRA,203,181
FY 24-25,MAHARASHTRA,MAHARASHTRA,UC09,FG-BRA,627,451
FY 24-25,MAHARASHTRA,MAHARASHTRA,UC11,FG-BRA,254,230
FY 24-25,MAHARASHTRA,MAHARASHTRA,UF01,FG-BRA,87,50
FY 24-25,MAHARASHTRA,MAHARASHTRA,USWP,FG-SHORTS,387,367
FY 24-25,MAHARASHTRA,MAHARASHTRA,VNH2,FG-BRA,36,15
FY 24-25,PONDICHEERY,PONDICHEERY,3NSL,FG-SLIP,429,299
FY 24-25,PONDICHEERY,PONDICHEERY,BB01,FG-BRA,2917,2660
FY 24-25,PONDICHEERY,PONDICHEERY,BL01,FG-BRA,153,93
FY 24-25,PONDICHEERY,PONDICHEERY,BUTI,FG-BRA,59,58
FY 24-25,PONDICHEERY,PONDICHEERY,BUTR,FG-BRA,18,15
FY 24-25,PONDICHEERY,PONDICHEERY,CA01,FG-BRA,3771,3344
FY 24-25,PONDICHEERY,PONDICHEERY,CA05,FG-BRA,819,798
FY 24-25,PONDICHEERY,PONDICHEERY,CA09,FG-BRA,13,12
FY 24-25,PONDICHEERY,PONDICHEERY,CA11,FG-BRA,13,12
FY 24-25,PONDICHEERY,PONDICHEERY,CA12,FG-BRA,1023,856
FY 24-25,PONDICHEERY,PONDICHEERY,CA15,FG-BRA,222,116
FY 24-25,PONDICHEERY,PONDICHEERY,CA80,FG-BRA,13,13
FY 24-25,PONDICHEERY,PONDICHEERY,CB02,FG-BRA,154,148
FY 24-25,PONDICHEERY,PONDICHEERY,CB03,FG-BRA,130,112
FY 24-25,PONDICHEERY,PONDICHEERY,CHRM,FG-BRA,84,82
FY 24-25,PONDICHEERY,PONDICHEERY,CHRR,FG-BRA,22,22
FY 24-25,PONDICHEERY,PONDICHEERY,CLSI,FG-BRA,159,150
FY 24-25,PONDICHEERY,PONDICHEERY,CLSR,FG-BRA,24,24
FY 24-25,PONDICHEERY,PONDICHEERY,CMFT,FG-BRA,1325,1317
FY 24-25,PONDICHEERY,PONDICHEERY,CNDI,FG-BRA,1165,1127
FY 24-25,PONDICHEERY,PONDICHEERY,CNDR,FG-BRA,235,232
FY 24-25,PONDICHEERY,PONDICHEERY,CRSS,FG-BRA,11934,11624
FY 24-25,PONDICHEERY,PONDICHEERY,DEFC,FG-BRA,4732,2147
FY 24-25,PONDICHEERY,PONDICHEERY,DEFF,FG-BRA,1,1
FY 24-25,PONDICHEERY,PONDICHEERY,DEFM,FG-BRA,652,618
FY 24-25,PONDICHEERY,PONDICHEERY,DEFT,FG-BRA,2039,1634
FY 24-25,PONDICHEERY,PONDICHEERY,EC05,FG-BRA,18,18
FY 24-25,PONDICHEERY,PONDICHEERY,EC06,FG-BRA,1237,1119
FY 24-25,PONDICHEERY,PONDICHEERY,EC07,FG-BRA,874,671
FY 24-25,PONDICHEERY,PONDICHEERY,EC09,FG-BRA,97,92
FY 24-25,PONDICHEERY,PONDICHEERY,EFRT,FG-BRA,997,980
FY 24-25,PONDICHEERY,PONDICHEERY,ER16,FG-BRA,12,12
FY 24-25,PONDICHEERY,PONDICHEERY,ES02,FG-BRA,11951,10952
FY 24-25,PONDICHEERY,PONDICHEERY,ES06,FG-BRA,8544,8032
FY 24-25,PONDICHEERY,PONDICHEERY,ES18,FG-BRA,289,261
FY 24-25,PONDICHEERY,PONDICHEERY,ES21,FG-BRA,2602,2062
FY 24-25,PONDICHEERY,PONDICHEERY,F909,FG-BRA,1543,1491
FY 24-25,PONDICHEERY,PONDICHEERY,FB07,FG-BRA,126,119
FY 24-25,PONDICHEERY,PONDICHEERY,FLFG,FG-BRA,548,484
FY 24-25,PONDICHEERY,PONDICHEERY,FRTH,FG-BRA,818,787
FY 24-25,PONDICHEERY,PONDICHEERY,GLRI,FG-BRA,124,124
FY 24-25,PONDICHEERY,PONDICHEERY,GLRR,FG-BRA,82,82
FY 24-25,PONDICHEERY,PONDICHEERY,HC36,FG-PETTICOAT,48,41
FY 24-25,PONDICHEERY,PONDICHEERY,HC40,FG-PETTICOAT,52,43
FY 24-25,PONDICHEERY,PONDICHEERY,IECDPL,FG-PANTIES,1752,879
FY 24-25,PONDICHEERY,PONDICHEERY,IECDPR,FG-PANTIES,3776,2121
FY 24-25,PONDICHEERY,PONDICHEERY,IN01,FG-BRA,3378,3273
FY 24-25,PONDICHEERY,PONDICHEERY,IN01,FG-SLIP,112,102
FY 24-25,PONDICHEERY,PONDICHEERY,IN02,FG-SLIP,196,124
FY 24-25,PONDICHEERY,PONDICHEERY,IN05,FG-BRA,936,908
FY 24-25,PONDICHEERY,PONDICHEERY,IN05,FG-SLIP,77,76
FY 24-25,PONDICHEERY,PONDICHEERY,IN07,FG-SLIP,2055,1454
FY 24-25,PONDICHEERY,PONDICHEERY,IN08,FG-SLIP,225,195
FY 24-25,PONDICHEERY,PONDICHEERY,IN11,FG-SLIP,125,78
FY 24-25,PONDICHEERY,PONDICHEERY,IN14,FG-SLIP,1228,1209
FY 24-25,PONDICHEERY,PONDICHEERY,IN15,FG-SLIP,68,68
FY 24-25,PONDICHEERY,PONDICHEERY,IN21,FG-BRA,1141,997
FY 24-25,PONDICHEERY,PONDICHEERY,IN22,FG-SLIP,242,88
FY 24-25,PONDICHEERY,PONDICHEERY,IN27,FG-BRA,629,626
FY 24-25,PONDICHEERY,PONDICHEERY,IN29,FG-BRA,5126,4890
FY 24-25,PONDICHEERY,PONDICHEERY,KRKR,FG-BRA,664,583
FY 24-25,PONDICHEERY,PONDICHEERY,LL05,FG-BRA,323,111
FY 24-25,PONDICHEERY,PONDICHEERY,LL06,FG-BRA,121,45
FY 24-25,PONDICHEERY,PONDICHEERY,LOVE,FG-BRA,3750,3709
FY 24-25,PONDICHEERY,PONDICHEERY,LVHK,FG-BRA,144,144
FY 24-25,PONDICHEERY,PONDICHEERY,M001,FG-SLIP,10,10
FY 24-25,PONDICHEERY,PONDICHEERY,NGSL,FG-SLIP,163,112
FY 24-25,PONDICHEERY,PONDICHEERY,NHPB,FG-BRA,250,213
FY 24-25,PONDICHEERY,PONDICHEERY,NRPB,FG-BRA,4170,3053
FY 24-25,PONDICHEERY,PONDICHEERY,NTHK,FG-BRA,1046,862
FY 24-25,PONDICHEERY,PONDICHEERY,NTRL,FG-BRA,5305,5103
FY 24-25,PONDICHEERY,PONDICHEERY,OECDPL,FG-PANTIES,1392,668
FY 24-25,PONDICHEERY,PONDICHEERY,OECDPR,FG-PANTIES,1778,1010
FY 24-25,PONDICHEERY,PONDICHEERY,PRTI,FG-BRA,473,463
FY 24-25,PONDICHEERY,PONDICHEERY,PRTR,FG-BRA,177,176
FY 24-25,PONDICHEERY,PONDICHEERY,SF01,FG-BRA,4,4
FY 24-25,PONDICHEERY,PONDICHEERY,SW02,FG-PETTICOAT,14,4
FY 24-25,PONDICHEERY,PONDICHEERY,TB01,FG-BRA,114,61
FY 24-25,PONDICHEERY,PONDICHEERY,TEEN,FG-BRA,802,784
FY 24-25,PONDICHEERY,PONDICHEERY,TRND,FG-BRA,1123,1100
FY 24-25,PONDICHEERY,PONDICHEERY,UC02,FG-BRA,3,2
FY 24-25,PONDICHEERY,PONDICHEERY,UC05,FG-BRA,89,65
FY 24-25,PONDICHEERY,PONDICHEERY,UC09,FG-BRA,1541,1169
FY 24-25,PONDICHEERY,PONDICHEERY,UC11,FG-BRA,24,24
FY 24-25,PONDICHEERY,PONDICHEERY,UF01,FG-BRA,163,27
FY 24-25,PONDICHEERY,PONDICHEERY,USWP,FG-SHORTS,9,6
FY 24-25,PONDICHEERY,PONDICHEERY,VNH2,FG-BRA,154,40
FY 24-25,TAMIL NADU,ARIYALUR,CA01,FG-BRA,145,139
FY 24-25,TAMIL NADU,ARIYALUR,CA05,FG-BRA,77,76
FY 24-25,TAMIL NADU,ARIYALUR,CMFT,FG-BRA,24,24
FY 24-25,TAMIL NADU,ARIYALUR,CNDI,FG-BRA,75,71
FY 24-25,TAMIL NADU,ARIYALUR,CNDR,FG-BRA,10,10
FY 24-25,TAMIL NADU,ARIYALUR,CRSS,FG-BRA,471,424
FY 24-25,TAMIL NADU,ARIYALUR,DEFT,FG-BRA,26,20
FY 24-25,TAMIL NADU,ARIYALUR,EFRT,FG-BRA,36,36
FY 24-25,TAMIL NADU,ARIYALUR,ES02,FG-BRA,529,502
FY 24-25,TAMIL NADU,ARIYALUR,ES06,FG-BRA,648,584
FY 24-25,TAMIL NADU,ARIYALUR,F909,FG-BRA,6,6
FY 24-25,TAMIL NADU,ARIYALUR,FRTH,FG-BRA,178,172
FY 24-25,TAMIL NADU,ARIYALUR,GLRI,FG-BRA,23,23
FY 24-25,TAMIL NADU,ARIYALUR,IECDPL,FG-PANTIES,284,188
FY 24-25,TAMIL NADU,ARIYALUR,IECDPR,FG-PANTIES,388,220
FY 24-25,TAMIL NADU,ARIYALUR,IN01,FG-BRA,389,373
FY 24-25,TAMIL NADU,ARIYALUR,IN05,FG-BRA,144,139
FY 24-25,TAMIL NADU,ARIYALUR,IN08,FG-SLIP,48,46
FY 24-25,TAMIL NADU,ARIYALUR,IN21,FG-BRA,98,98
FY 24-25,TAMIL NADU,ARIYALUR,IN29,FG-BRA,725,678
FY 24-25,TAMIL NADU,ARIYALUR,NRPB,FG-BRA,96,89
FY 24-25,TAMIL NADU,ARIYALUR,NTHK,FG-BRA,102,58
FY 24-25,TAMIL NADU,ARIYALUR,NTRL,FG-BRA,108,98
FY 24-25,TAMIL NADU,ARIYALUR,OECDPL,FG-PANTIES,212,139
FY 24-25,TAMIL NADU,ARIYALUR,OECDPR,FG-PANTIES,236,177
FY 24-25,TAMIL NADU,ARIYALUR,TRND,FG-BRA,173,173
FY 24-25,TAMIL NADU,ARIYALUR,UC09,FG-BRA,91,76
FY 24-25,TAMIL NADU,CHENGALPATTU,3NSL,FG-SLIP,32,25
FY 24-25,TAMIL NADU,CHENGALPATTU,BB01,FG-BRA,1563,1354
FY 24-25,TAMIL NADU,CHENGALPATTU,BUTI,FG-BRA,219,217
FY 24-25,TAMIL NADU,CHENGALPATTU,BUTR,FG-BRA,39,39
FY 24-25,TAMIL NADU,CHENGALPATTU,CA01,FG-BRA,1625,1555
FY 24-25,TAMIL NADU,CHENGALPATTU,CA05,FG-BRA,20,20
FY 24-25,TAMIL NADU,CHENGALPATTU,CA12,FG-BRA,1380,1045
FY 24-25,TAMIL NADU,CHENGALPATTU,CA80,FG-BRA,2,2
FY 24-25,TAMIL NADU,CHENGALPATTU,CB03,FG-BRA,40,40
FY 24-25,TAMIL NADU,CHENGALPATTU,CHRM,FG-BRA,36,33
FY 24-25,TAMIL NADU,CHENGALPATTU,CHRR,FG-BRA,48,42
FY 24-25,TAMIL NADU,CHENGALPATTU,CLSI,FG-BRA,149,143
FY 24-25,TAMIL NADU,CHENGALPATTU,CLSR,FG-BRA,15,15
FY 24-25,TAMIL NADU,CHENGALPATTU,CMFT,FG-BRA,448,440
FY 24-25,TAMIL NADU,CHENGALPATTU,CNDI,FG-BRA,2419,2302
FY 24-25,TAMIL NADU,CHENGALPATTU,CNDR,FG-BRA,243,232
FY 24-25,TAMIL NADU,CHENGALPATTU,CRSS,FG-BRA,2603,2558
FY 24-25,TAMIL NADU,CHENGALPATTU,DEFC,FG-BRA,1,1
FY 24-25,TAMIL NADU,CHENGALPATTU,DEFM,FG-BRA,203,160
FY 24-25,TAMIL NADU,CHENGALPATTU,DEFS,FG-BRA,30,27
FY 24-25,TAMIL NADU,CHENGALPATTU,DEFT,FG-BRA,360,304
FY 24-25,TAMIL NADU,CHENGALPATTU,EC05,FG-BRA,4,4
FY 24-25,TAMIL NADU,CHENGALPATTU,EC06,FG-BRA,568,498
FY 24-25,TAMIL NADU,CHENGALPATTU,EC07,FG-BRA,291,220
FY 24-25,TAMIL NADU,CHENGALPATTU,EEVI,FG-BRA,68,47
FY 24-25,TAMIL NADU,CHENGALPATTU,EFRT,FG-BRA,18,18
FY 24-25,TAMIL NADU,CHENGALPATTU,ER16,FG-BRA,197,197
FY 24-25,TAMIL NADU,CHENGALPATTU,ERCA,FG-BRA,54,50
FY 24-25,TAMIL NADU,CHENGALPATTU,ES02,FG-BRA,3580,3246
FY 24-25,TAMIL NADU,CHENGALPATTU,ES06,FG-BRA,6050,5528
FY 24-25,TAMIL NADU,CHENGALPATTU,ES18,FG-BRA,51,47
FY 24-25,TAMIL NADU,CHENGALPATTU,ES21,FG-BRA,1125,886
FY 24-25,TAMIL NADU,CHENGALPATTU,F909,FG-BRA,1322,1297
FY 24-25,TAMIL NADU,CHENGALPATTU,FB07,FG-BRA,2,2
FY 24-25,TAMIL NADU,CHENGALPATTU,FLFG,FG-BRA,110,79
FY 24-25,TAMIL NADU,CHENGALPATTU,FRTH,FG-BRA,163,160
FY 24-25,TAMIL NADU,CHENGALPATTU,GLRI,FG-BRA,7,5
FY 24-25,TAMIL NADU,CHENGALPATTU,GLRR,FG-BRA,14,14
FY 24-25,TAMIL NADU,CHENGALPATTU,IECDPL,FG-PANTIES,1141,603
FY 24-25,TAMIL NADU,CHENGALPATTU,IECDPR,FG-PANTIES,1977,1054
FY 24-25,TAMIL NADU,CHENGALPATTU,IELYPC,FG-PANTIES,176,53
FY 24-25,TAMIL NADU,CHENGALPATTU,IELYRC,FG-PANTIES,144,12
FY 24-25,TAMIL NADU,CHENGALPATTU,IN01,FG-BRA,734,716
FY 24-25,TAMIL NADU,CHENGALPATTU,IN05,FG-BRA,106,106
FY 24-25,TAMIL NADU,CHENGALPATTU,IN05,FG-SLIP,5,4
FY 24-25,TAMIL NADU,CHENGALPATTU,IN07,FG-SLIP,158,120
FY 24-25,TAMIL NADU,CHENGALPATTU,IN09,FG-SLIP,47,44
FY 24-25,TAMIL NADU,CHENGALPATTU,IN11,FG-SLIP,20,7
FY 24-25,TAMIL NADU,CHENGALPATTU,IN15,FG-SLIP,256,227
FY 24-25,TAMIL NADU,CHENGALPATTU,IN21,FG-BRA,324,309
FY 24-25,TAMIL NADU,CHENGALPATTU,IN27,FG-BRA,311,290
FY 24-25,TAMIL NADU,CHENGALPATTU,IN29,FG-BRA,1774,1731
FY 24-25,TAMIL NADU,CHENGALPATTU,LOVE,FG-BRA,424,418
FY 24-25,TAMIL NADU,CHENGALPATTU,LVHK,FG-BRA,42,42
FY 24-25,TAMIL NADU,CHENGALPATTU,M001,FG-SLIP,24,13
FY 24-25,TAMIL NADU,CHENGALPATTU,NGSL,FG-SLIP,88,83
FY 24-25,TAMIL NADU,CHENGALPATTU,NHPB,FG-BRA,145,131
FY 24-25,TAMIL NADU,CHENGALPATTU,NORA,FG-BRA,17,17
FY 24-25,TAMIL NADU,CHENGALPATTU,NOVA,FG-BRA,84,60
FY 24-25,TAMIL NADU,CHENGALPATTU,NRPB,FG-BRA,576,366
FY 24-25,TAMIL NADU,CHENGALPATTU,NTHK,FG-BRA,39,39
FY 24-25,TAMIL NADU,CHENGALPATTU,NTRL,FG-BRA,1218,1174
FY 24-25,TAMIL NADU,CHENGALPATTU,OECDPL,FG-PANTIES,562,238
FY 24-25,TAMIL NADU,CHENGALPATTU,OECDPR,FG-PANTIES,829,478
FY 24-25,TAMIL NADU,CHENGALPATTU,OELYPC,FG-PANTIES,16,0
FY 24-25,TAMIL NADU,CHENGALPATTU,OELYRC,FG-PANTIES,16,12
FY 24-25,TAMIL NADU,CHENGALPATTU,PRTI,FG-BRA,440,437
FY 24-25,TAMIL NADU,CHENGALPATTU,PRTR,FG-BRA,131,125
FY 24-25,TAMIL NADU,CHENGALPATTU,TB01,FG-BRA,20,9
FY 24-25,TAMIL NADU,CHENGALPATTU,TEEN,FG-BRA,30,26
FY 24-25,TAMIL NADU,CHENGALPATTU,TRND,FG-BRA,801,795
FY 24-25,TAMIL NADU,CHENGALPATTU,UC02,FG-BRA,35,24
FY 24-25,TAMIL NADU,CHENGALPATTU,UC09,FG-BRA,586,450
FY 24-25,TAMIL NADU,CHENGALPATTU,VNH2,FG-BRA,15,15
FY 24-25,TAMIL NADU,CHENNAI,3NSL,FG-SLIP,3678,2502
FY 24-25,TAMIL NADU,CHENNAI,BB01,FG-BRA,10132,9127
FY 24-25,TAMIL NADU,CHENNAI,BEPR,FG-INFANTS,11,5
FY 24-25,TAMIL NADU,CHENNAI,BL01,FG-BRA,129,75
FY 24-25,TAMIL NADU,CHENNAI,BUTI,FG-BRA,4499,4367
FY 24-25,TAMIL NADU,CHENNAI,BUTR,FG-BRA,2176,2157
FY 24-25,TAMIL NADU,CHENNAI,CA01,FG-BRA,22295,20734
FY 24-25,TAMIL NADU,CHENNAI,CA05,FG-BRA,6259,6115
FY 24-25,TAMIL NADU,CHENNAI,CA09,FG-BRA,107,85
FY 24-25,TAMIL NADU,CHENNAI,CA11,FG-BRA,10,8
FY 24-25,TAMIL NADU,CHENNAI,CA12,FG-BRA,10948,8498
FY 24-25,TAMIL NADU,CHENNAI,CA15,FG-BRA,3811,2557
FY 24-25,TAMIL NADU,CHENNAI,CA80,FG-BRA,133,127
FY 24-25,TAMIL NADU,CHENNAI,CB02,FG-BRA,44,44
FY 24-25,TAMIL NADU,CHENNAI,CB03,FG-BRA,54,31
FY 24-25,TAMIL NADU,CHENNAI,CHRM,FG-BRA,2848,2800
FY 24-25,TAMIL NADU,CHENNAI,CHRR,FG-BRA,458,453
FY 24-25,TAMIL NADU,CHENNAI,CL01,FG-SLIP,64,33
FY 24-25,TAMIL NADU,CHENNAI,CL04,FG-SLIP,75,65
FY 24-25,TAMIL NADU,CHENNAI,CLSI,FG-BRA,2658,2534
FY 24-25,TAMIL NADU,CHENNAI,CLSR,FG-BRA,1538,1528
FY 24-25,TAMIL NADU,CHENNAI,CMFT,FG-BRA,8408,8299
FY 24-25,TAMIL NADU,CHENNAI,CNDI,FG-BRA,25377,24260
FY 24-25,TAMIL NADU,CHENNAI,CNDR,FG-BRA,3156,3098
FY 24-25,TAMIL NADU,CHENNAI,CRSS,FG-BRA,72154,70485
FY 24-25,TAMIL NADU,CHENNAI,CYLR,FG-BRA WASHER,70,70
FY 24-25,TAMIL NADU,CHENNAI,DEFC,FG-BRA,2838,1903
FY 24-25,TAMIL NADU,CHENNAI,DEFF,FG-BRA,49,43
FY 24-25,TAMIL NADU,CHENNAI,DEFM,FG-BRA,7545,6973
FY 24-25,TAMIL NADU,CHENNAI,DEFS,FG-BRA,349,336
FY 24-25,TAMIL NADU,CHENNAI,DEFT,FG-BRA,5942,5203
FY 24-25,TAMIL NADU,CHENNAI,E_SB,FG-BRA,189,94
FY 24-25,TAMIL NADU,CHENNAI,E_SF,FG-BRA,18,4
FY 24-25,TAMIL NADU,CHENNAI,EC05,FG-BRA,3521,2822
FY 24-25,TAMIL NADU,CHENNAI,EC06,FG-BRA,8224,6950
FY 24-25,TAMIL NADU,CHENNAI,EC07,FG-BRA,5916,4783
FY 24-25,TAMIL NADU,CHENNAI,EC09,FG-BRA,70,62
FY 24-25,TAMIL NADU,CHENNAI,EEVI,FG-BRA,1347,1034
FY 24-25,TAMIL NADU,CHENNAI,EFRT,FG-BRA,2788,2762
FY 24-25,TAMIL NADU,CHENNAI,ER16,FG-BRA,3289,3201
FY 24-25,TAMIL NADU,CHENNAI,ERCA,FG-BRA,1796,1690
FY 24-25,TAMIL NADU,CHENNAI,ES02,FG-BRA,89668,82659
FY 24-25,TAMIL NADU,CHENNAI,ES06,FG-BRA,79312,75741
FY 24-25,TAMIL NADU,CHENNAI,ES11,FG-BRA,28,18
FY 24-25,TAMIL NADU,CHENNAI,ES16,FG-BRA,16,8
FY 24-25,TAMIL NADU,CHENNAI,ES18,FG-BRA,186,161
FY 24-25,TAMIL NADU,CHENNAI,ES21,FG-BRA,18835,14073
FY 24-25,TAMIL NADU,CHENNAI,F909,FG-BRA,13332,12918
FY 24-25,TAMIL NADU,CHENNAI,FB07,FG-BRA,792,589
FY 24-25,TAMIL NADU,CHENNAI,FELZ,FG-BRA,476,455
FY 24-25,TAMIL NADU,CHENNAI,FLFG,FG-BRA,5876,4637
FY 24-25,TAMIL NADU,CHENNAI,FRTH,FG-BRA,6402,6119
FY 24-25,TAMIL NADU,CHENNAI,GLRI,FG-BRA,2503,2461
FY 24-25,TAMIL NADU,CHENNAI,GLRR,FG-BRA,836,818
FY 24-25,TAMIL NADU,CHENNAI,HC36,FG-PETTICOAT,668,551
FY 24-25,TAMIL NADU,CHENNAI,HC40,FG-PETTICOAT,1400,1309
FY 24-25,TAMIL NADU,CHENNAI,HC44,FG-PETTICOAT,151,135
FY 24-25,TAMIL NADU,CHENNAI,HC50,FG-PETTICOAT,194,168
FY 24-25,TAMIL NADU,CHENNAI,IECDPL,FG-PANTIES,15225,9575
FY 24-25,TAMIL NADU,CHENNAI,IECDPR,FG-PANTIES,24248,16290
FY 24-25,TAMIL NADU,CHENNAI,IELYPC,FG-PANTIES,986,331
FY 24-25,TAMIL NADU,CHENNAI,IELYPR,FG-PANTIES,16,0
FY 24-25,TAMIL NADU,CHENNAI,IELYRC,FG-PANTIES,1131,39
FY 24-25,TAMIL NADU,CHENNAI,IN01,FG-BRA,12126,10520
FY 24-25,TAMIL NADU,CHENNAI,IN01,FG-SLIP,336,283
FY 24-25,TAMIL NADU,CHENNAI,IN02,FG-SLIP,949,562
FY 24-25,TAMIL NADU,CHENNAI,IN05,FG-BRA,2430,2391
FY 24-25,TAMIL NADU,CHENNAI,IN05,FG-SLIP,374,325
FY 24-25,TAMIL NADU,CHENNAI,IN07,FG-SLIP,10073,8250
